"District","facility","cluster","Month","Year","Incidence"
"Karonga","DHO","Nyungwe Health Centre","April","2021",962
"Karonga","DHO","Nyungwe Health Centre","May","2021",989
"Karonga","DHO","Nyungwe Health Centre","June","2021",1244
"Karonga","DHO","Nyungwe Health Centre","July","2021",1166
"Karonga","DHO","Nyungwe Health Centre","August","2021",839
"Karonga","DHO","Nyungwe Health Centre","September","2021",1098
"Karonga","DHO","Nyungwe Health Centre","October","2021",607
"Karonga","DHO","Nyungwe Health Centre","November","2021",330
"Karonga","DHO","Nyungwe Health Centre","December","2021",91
"Karonga","DHO","Nyungwe Health Centre","January","2020",181
"Karonga","DHO","Nyungwe Health Centre","February","2020",215
"Karonga","DHO","Nyungwe Health Centre","March","2020",166
"Karonga","DHO","Nyungwe Health Centre","April","2020",374
"Karonga","DHO","Nyungwe Health Centre","May","2020",509
"Karonga","DHO","Nyungwe Health Centre","June","2020",785
"Karonga","DHO","Nyungwe Health Centre","July","2020",780
"Karonga","DHO","Nyungwe Health Centre","August","2020",820
"Karonga","DHO","Nyungwe Health Centre","September","2020",1123
"Karonga","DHO","Nyungwe Health Centre","October","2020",642
"Karonga","DHO","Nyungwe Health Centre","November","2020",234
"Karonga","DHO","Nyungwe Health Centre","December","2020",113
"Ntcheu","DHO","Nzama Health Centre","January","2024",91
"Ntcheu","DHO","Nzama Health Centre","February","2024",100
"Ntcheu","DHO","Nzama Health Centre","March","2024",91
"Ntcheu","DHO","Nzama Health Centre","April","2024",178
"Ntcheu","DHO","Nzama Health Centre","May","2024",132
"Ntcheu","DHO","Nzama Health Centre","June","2024",60
"Ntcheu","DHO","Nzama Health Centre","July","2024",24
"Ntcheu","DHO","Nzama Health Centre","August","2024",15
"Ntcheu","DHO","Nzama Health Centre","September","2024",26
"Ntcheu","DHO","Nzama Health Centre","October","2024",32
"Ntcheu","DHO","Nzama Health Centre","November","2024",27
"Ntcheu","DHO","Nzama Health Centre","December","2024",50
"Ntcheu","DHO","Nzama Health Centre","January","2023",80
"Ntcheu","DHO","Nzama Health Centre","February","2023",63
"Ntcheu","DHO","Nzama Health Centre","March","2023",75
"Ntcheu","DHO","Nzama Health Centre","April","2023",65
"Ntcheu","DHO","Nzama Health Centre","May","2023",61
"Ntcheu","DHO","Nzama Health Centre","June","2023",34
"Ntcheu","DHO","Nzama Health Centre","July","2023",43
"Ntcheu","DHO","Nzama Health Centre","August","2023",24
"Ntcheu","DHO","Nzama Health Centre","September","2023",20
"Ntcheu","DHO","Nzama Health Centre","October","2023",40
"Ntcheu","DHO","Nzama Health Centre","November","2023",35
"Ntcheu","DHO","Nzama Health Centre","December","2023",43
"Ntcheu","DHO","Nzama Health Centre","January","2022",22
"Ntcheu","DHO","Nzama Health Centre","February","2022",22
"Ntcheu","DHO","Nzama Health Centre","March","2022",15
"Ntcheu","DHO","Nzama Health Centre","April","2022",27
"Ntcheu","DHO","Nzama Health Centre","May","2022",71
"Ntcheu","DHO","Nzama Health Centre","June","2022",66
"Ntcheu","DHO","Nzama Health Centre","July","2022",62
"Ntcheu","DHO","Nzama Health Centre","August","2022",38
"Ntcheu","DHO","Nzama Health Centre","September","2022",38
"Ntcheu","DHO","Nzama Health Centre","October","2022",70
"Ntcheu","DHO","Nzama Health Centre","November","2022",45
"Ntcheu","DHO","Nzama Health Centre","December","2022",71
"Ntcheu","DHO","Nzama Health Centre","January","2021",33
"Ntcheu","DHO","Nzama Health Centre","February","2021",31
"Ntcheu","DHO","Nzama Health Centre","March","2021",20
"Ntcheu","DHO","Nzama Health Centre","April","2021",13
"Ntcheu","DHO","Nzama Health Centre","May","2021",23
"Ntcheu","DHO","Nzama Health Centre","June","2021",8
"Ntcheu","DHO","Nzama Health Centre","July","2021",4
"Ntcheu","DHO","Nzama Health Centre","August","2021",3
"Ntcheu","DHO","Nzama Health Centre","September","2021",4
"Ntcheu","DHO","Nzama Health Centre","October","2021",10
"Ntcheu","DHO","Nzama Health Centre","November","2021",10
"Ntcheu","DHO","Nzama Health Centre","December","2021",14
"Ntcheu","DHO","Nzama Health Centre","January","2020",87
"Ntcheu","DHO","Nzama Health Centre","February","2020",84
"Ntcheu","DHO","Nzama Health Centre","March","2020",69
"Ntcheu","DHO","Nzama Health Centre","April","2020",111
"Ntcheu","DHO","Nzama Health Centre","May","2020",116
"Ntcheu","DHO","Nzama Health Centre","June","2020",31
"Ntcheu","DHO","Nzama Health Centre","July","2020",17
"Ntcheu","DHO","Nzama Health Centre","August","2020",10
"Ntcheu","DHO","Nzama Health Centre","September","2020",10
"Ntcheu","DHO","Nzama Health Centre","October","2020",15
"Ntcheu","DHO","Nzama Health Centre","November","2020",23
"Ntcheu","DHO","Nzama Health Centre","December","2020",32
"Kasungu","DHO","Ofesi Health Centre","January","2024",1787
"Kasungu","DHO","Ofesi Health Centre","February","2024",1857
"Kasungu","DHO","Ofesi Health Centre","March","2024",995
"Kasungu","DHO","Ofesi Health Centre","April","2024",1615
"Kasungu","DHO","Ofesi Health Centre","May","2024",2847
"Kasungu","DHO","Ofesi Health Centre","June","2024",980
"Kasungu","DHO","Ofesi Health Centre","July","2024",943
"Kasungu","DHO","Ofesi Health Centre","August","2024",707
"Kasungu","DHO","Ofesi Health Centre","September","2024",718
"Kasungu","DHO","Ofesi Health Centre","October","2024",781
"Kasungu","DHO","Ofesi Health Centre","November","2024",669
"Kasungu","DHO","Ofesi Health Centre","December","2024",525
"Kasungu","DHO","Ofesi Health Centre","January","2023",971
"Kasungu","DHO","Ofesi Health Centre","February","2023",677
"Kasungu","DHO","Ofesi Health Centre","March","2023",940
"Kasungu","DHO","Ofesi Health Centre","April","2023",341
"Kasungu","DHO","Ofesi Health Centre","May","2023",1149
"Kasungu","DHO","Ofesi Health Centre","June","2023",1360
"Kasungu","DHO","Ofesi Health Centre","July","2023",954
"Kasungu","DHO","Ofesi Health Centre","August","2023",322
"Kasungu","DHO","Ofesi Health Centre","September","2023",241
"Kasungu","DHO","Ofesi Health Centre","October","2023",214
"Kasungu","DHO","Ofesi Health Centre","November","2023",256
"Kasungu","DHO","Ofesi Health Centre","December","2023",292
"Kasungu","DHO","Ofesi Health Centre","January","2022",409
"Kasungu","DHO","Ofesi Health Centre","February","2022",730
"Kasungu","DHO","Ofesi Health Centre","March","2022",379
"Kasungu","DHO","Ofesi Health Centre","April","2022",443
"Kasungu","DHO","Ofesi Health Centre","May","2022",157
"Kasungu","DHO","Ofesi Health Centre","June","2022",101
"Kasungu","DHO","Ofesi Health Centre","July","2022",167
"Kasungu","DHO","Ofesi Health Centre","August","2022",110
"Kasungu","DHO","Ofesi Health Centre","September","2022",76
"Kasungu","DHO","Ofesi Health Centre","October","2022",124
"Kasungu","DHO","Ofesi Health Centre","November","2022",132
"Kasungu","DHO","Ofesi Health Centre","December","2022",219
"Kasungu","DHO","Ofesi Health Centre","January","2021",1789
"Kasungu","DHO","Ofesi Health Centre","February","2021",1844
"Kasungu","DHO","Ofesi Health Centre","March","2021",1862
"Kasungu","DHO","Ofesi Health Centre","April","2021",672
"Kasungu","DHO","Ofesi Health Centre","May","2021",621
"Kasungu","DHO","Ofesi Health Centre","June","2021",878
"Kasungu","DHO","Ofesi Health Centre","July","2021",334
"Kasungu","DHO","Ofesi Health Centre","August","2021",98
"Kasungu","DHO","Ofesi Health Centre","September","2021",102
"Kasungu","DHO","Ofesi Health Centre","October","2021",132
"Kasungu","DHO","Ofesi Health Centre","November","2021",160
"Kasungu","DHO","Ofesi Health Centre","December","2021",115
"Kasungu","DHO","Ofesi Health Centre","January","2020",2446
"Kasungu","DHO","Ofesi Health Centre","February","2020",146
"Kasungu","DHO","Ofesi Health Centre","March","2020",380
"Kasungu","DHO","Ofesi Health Centre","April","2020",2296
"Kasungu","DHO","Ofesi Health Centre","May","2020",1988
"Kasungu","DHO","Ofesi Health Centre","June","2020",1150
"Kasungu","DHO","Ofesi Health Centre","July","2020",268
"Kasungu","DHO","Ofesi Health Centre","August","2020",269
"Kasungu","DHO","Ofesi Health Centre","September","2020",239
"Kasungu","DHO","Ofesi Health Centre","October","2020",169
"Kasungu","DHO","Ofesi Health Centre","November","2020",312
"Kasungu","DHO","Ofesi Health Centre","December","2020",277
"Nsanje","DHO","Osiyana Health Centre","January","2024",963
"Nsanje","DHO","Osiyana Health Centre","February","2024",1149
"Nsanje","DHO","Osiyana Health Centre","March","2024",2162
"Nsanje","DHO","Osiyana Health Centre","April","2024",1618
"Nsanje","DHO","Osiyana Health Centre","May","2024",2521
"Nsanje","DHO","Osiyana Health Centre","June","2024",1359
"Nsanje","DHO","Osiyana Health Centre","July","2024",1038
"Nsanje","DHO","Osiyana Health Centre","August","2024",572
"Nsanje","DHO","Osiyana Health Centre","September","2024",642
"Nsanje","DHO","Osiyana Health Centre","October","2024",432
"Nsanje","DHO","Osiyana Health Centre","November","2024",329
"Nsanje","DHO","Osiyana Health Centre","December","2024",409
"Nsanje","DHO","Osiyana Health Centre","January","2023",582
"Nsanje","DHO","Osiyana Health Centre","February","2023",366
"Nsanje","DHO","Osiyana Health Centre","March","2023",370
"Nsanje","DHO","Osiyana Health Centre","April","2023",574
"Nsanje","DHO","Osiyana Health Centre","May","2023",1606
"Nsanje","DHO","Osiyana Health Centre","June","2023",813
"Nsanje","DHO","Osiyana Health Centre","July","2023",557
"Nsanje","DHO","Osiyana Health Centre","August","2023",687
"Nsanje","DHO","Osiyana Health Centre","September","2023",615
"Nsanje","DHO","Osiyana Health Centre","October","2023",450
"Nsanje","DHO","Osiyana Health Centre","November","2023",296
"Nsanje","DHO","Osiyana Health Centre","December","2023",313
"Nsanje","DHO","Osiyana Health Centre","January","2022",60
"Nsanje","DHO","Osiyana Health Centre","February","2022",270
"Nsanje","DHO","Osiyana Health Centre","March","2022",1462
"Nsanje","DHO","Osiyana Health Centre","April","2022",1464
"Nsanje","DHO","Osiyana Health Centre","May","2022",1198
"Nsanje","DHO","Osiyana Health Centre","June","2022",693
"Nsanje","DHO","Osiyana Health Centre","July","2022",590
"Nsanje","DHO","Osiyana Health Centre","August","2022",661
"Nsanje","DHO","Osiyana Health Centre","September","2022",559
"Nsanje","DHO","Osiyana Health Centre","October","2022",255
"Nsanje","DHO","Osiyana Health Centre","November","2022",265
"Nsanje","DHO","Osiyana Health Centre","December","2022",127
"Nsanje","DHO","Osiyana Health Centre","February","2021",691
"Nsanje","DHO","Osiyana Health Centre","March","2021",751
"Nsanje","DHO","Osiyana Health Centre","April","2021",433
"Nsanje","DHO","Osiyana Health Centre","May","2021",606
"Nsanje","DHO","Osiyana Health Centre","June","2021",380
"Nsanje","DHO","Osiyana Health Centre","July","2021",369
"Nsanje","DHO","Osiyana Health Centre","August","2021",282
"Nsanje","DHO","Osiyana Health Centre","September","2021",232
"Nsanje","DHO","Osiyana Health Centre","October","2021",191
"Nsanje","DHO","Osiyana Health Centre","December","2021",191
"Mzimba","North","Padley Pio Health Centre","January","2024",648
"Mzimba","North","Padley Pio Health Centre","February","2024",593
"Mzimba","North","Padley Pio Health Centre","March","2024",874
"Mzimba","North","Padley Pio Health Centre","April","2024",818
"Mzimba","North","Padley Pio Health Centre","May","2024",415
"Mzimba","North","Padley Pio Health Centre","June","2024",241
"Mzimba","North","Padley Pio Health Centre","July","2024",122
"Mzimba","North","Padley Pio Health Centre","August","2024",77
"Mzimba","North","Padley Pio Health Centre","September","2024",131
"Mzimba","North","Padley Pio Health Centre","October","2024",286
"Mzimba","North","Padley Pio Health Centre","November","2024",364
"Mzimba","North","Padley Pio Health Centre","December","2024",655
"Mzimba","North","Padley Pio Health Centre","January","2023",218
"Mzimba","North","Padley Pio Health Centre","February","2023",99
"Mzimba","North","Padley Pio Health Centre","March","2023",207
"Mzimba","North","Padley Pio Health Centre","April","2023",155
"Mzimba","North","Padley Pio Health Centre","May","2023",137
"Mzimba","North","Padley Pio Health Centre","June","2023",121
"Mzimba","North","Padley Pio Health Centre","July","2023",55
"Mzimba","North","Padley Pio Health Centre","August","2023",25
"Mzimba","North","Padley Pio Health Centre","September","2023",142
"Mzimba","North","Padley Pio Health Centre","October","2023",262
"Mzimba","North","Padley Pio Health Centre","November","2023",237
"Mzimba","North","Padley Pio Health Centre","December","2023",288
"Mzimba","North","Padley Pio Health Centre","January","2022",434
"Mzimba","North","Padley Pio Health Centre","February","2022",335
"Mzimba","North","Padley Pio Health Centre","March","2022",290
"Mzimba","North","Padley Pio Health Centre","April","2022",271
"Mzimba","North","Padley Pio Health Centre","May","2022",152
"Mzimba","North","Padley Pio Health Centre","June","2022",91
"Mzimba","North","Padley Pio Health Centre","July","2022",51
"Mzimba","North","Padley Pio Health Centre","August","2022",37
"Mzimba","North","Padley Pio Health Centre","September","2022",50
"Mzimba","North","Padley Pio Health Centre","October","2022",86
"Mzimba","North","Padley Pio Health Centre","November","2022",99
"Mzimba","North","Padley Pio Health Centre","December","2022",193
"Mzimba","North","Padley Pio Health Centre","January","2021",607
"Mzimba","North","Padley Pio Health Centre","February","2021",751
"Mzimba","North","Padley Pio Health Centre","March","2021",801
"Mzimba","North","Padley Pio Health Centre","April","2021",721
"Mzimba","North","Padley Pio Health Centre","May","2021",397
"Mzimba","North","Padley Pio Health Centre","June","2021",181
"Mzimba","North","Padley Pio Health Centre","July","2021",65
"Mzimba","North","Padley Pio Health Centre","August","2021",26
"Mzimba","North","Padley Pio Health Centre","September","2021",36
"Mzimba","North","Padley Pio Health Centre","October","2021",105
"Mzimba","North","Padley Pio Health Centre","November","2021",180
"Mzimba","North","Padley Pio Health Centre","December","2021",316
"Mzimba","North","Padley Pio Health Centre","January","2020",1057
"Mzimba","North","Padley Pio Health Centre","February","2020",1146
"Mzimba","North","Padley Pio Health Centre","March","2020",1545
"Mzimba","North","Padley Pio Health Centre","April","2020",1100
"Mzimba","North","Padley Pio Health Centre","May","2020",796
"Mzimba","North","Padley Pio Health Centre","June","2020",447
"Mzimba","North","Padley Pio Health Centre","July","2020",211
"Mzimba","North","Padley Pio Health Centre","August","2020",69
"Mzimba","North","Padley Pio Health Centre","September","2020",71
"Mzimba","North","Padley Pio Health Centre","October","2020",192
"Mzimba","North","Padley Pio Health Centre","November","2020",287
"Mzimba","North","Padley Pio Health Centre","December","2020",384
"Salima","DHO","Parachute dispensary","January","2024",617
"Salima","DHO","Parachute dispensary","February","2024",452
"Salima","DHO","Parachute dispensary","March","2024",370
"Salima","DHO","Parachute dispensary","April","2024",747
"Salima","DHO","Parachute dispensary","May","2024",808
"Salima","DHO","Parachute dispensary","June","2024",819
"Salima","DHO","Parachute dispensary","July","2024",715
"Salima","DHO","Parachute dispensary","August","2024",840
"Salima","DHO","Parachute dispensary","September","2024",768
"Salima","DHO","Parachute dispensary","October","2024",450
"Salima","DHO","Parachute dispensary","November","2024",177
"Salima","DHO","Parachute dispensary","December","2024",83
"Salima","DHO","Parachute dispensary","January","2023",354
"Salima","DHO","Parachute dispensary","February","2023",492
"Salima","DHO","Parachute dispensary","March","2023",633
"Salima","DHO","Parachute dispensary","April","2023",826
"Salima","DHO","Parachute dispensary","May","2023",1041
"Salima","DHO","Parachute dispensary","June","2023",1145
"Salima","DHO","Parachute dispensary","July","2023",689
"Salima","DHO","Parachute dispensary","August","2023",468
"Salima","DHO","Parachute dispensary","September","2023",502
"Salima","DHO","Parachute dispensary","October","2023",414
"Salima","DHO","Parachute dispensary","November","2023",164
"Salima","DHO","Parachute dispensary","December","2023",128
"Salima","DHO","Parachute dispensary","January","2022",139
"Salima","DHO","Parachute dispensary","February","2022",218
"Salima","DHO","Parachute dispensary","March","2022",191
"Salima","DHO","Parachute dispensary","April","2022",316
"Salima","DHO","Parachute dispensary","May","2022",331
"Salima","DHO","Parachute dispensary","June","2022",266
"Salima","DHO","Parachute dispensary","July","2022",270
"Salima","DHO","Parachute dispensary","August","2022",351
"Salima","DHO","Parachute dispensary","September","2022",193
"Salima","DHO","Parachute dispensary","October","2022",371
"Salima","DHO","Parachute dispensary","November","2022",187
"Salima","DHO","Parachute dispensary","December","2022",234
"Salima","DHO","Parachute dispensary","January","2021",548
"Salima","DHO","Parachute dispensary","February","2021",457
"Salima","DHO","Parachute dispensary","March","2021",657
"Salima","DHO","Parachute dispensary","April","2021",741
"Salima","DHO","Parachute dispensary","May","2021",472
"Salima","DHO","Parachute dispensary","June","2021",313
"Salima","DHO","Parachute dispensary","July","2021",200
"Salima","DHO","Parachute dispensary","August","2021",136
"Salima","DHO","Parachute dispensary","September","2021",190
"Salima","DHO","Parachute dispensary","October","2021",173
"Salima","DHO","Parachute dispensary","November","2021",101
"Salima","DHO","Parachute dispensary","December","2021",261
"Salima","DHO","Parachute dispensary","January","2020",245
"Salima","DHO","Parachute dispensary","February","2020",151
